,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps,fuel_slope,fuel_bias,deg_slope,deg_bias,lag_slope_mean,lag_bias_mean
4007,Spanish Grand Prix,6,2020,McLaren,MEDIUM,NOR,3.0,77.084,Qualifying,29.50476190476191,45.614285714285714,57.99999999999999,0.0,8.0,10.0,3.0,1.0,45.0,21.0,4.655,66,-0.05756962606102362,86.2349396650608,0.026185567010308813,81.96741531664216,,
4008,Spanish Grand Prix,6,2020,McLaren,MEDIUM,SAI,3.0,76.876,Qualifying,29.558333333333337,45.85833333333333,57.75416666666666,0.0,7.0,6.0,3.0,1.0,42.0,24.0,4.655,66,-0.04700079176563776,86.00168566904196,-0.03183900928792646,84.84648916408675,-0.0028267211388088246,83.40695224036446
4009,Spanish Grand Prix,6,2020,McLaren,SOFT,NOR,1.0,77.084,Qualifying,30.114285714285717,48.55714285714286,55.12380952380952,0.0,8.0,10.0,1.0,4.0,1.0,21.0,4.655,66,-0.05756962606102362,86.2349396650608,-0.06377500000000084,86.0549916666667,-0.043227025283797973,85.37018434382526
4010,Spanish Grand Prix,6,2020,McLaren,SOFT,NOR,2.0,77.084,Qualifying,29.93478260869565,47.68695652173913,56.22173913043478,0.0,8.0,10.0,2.0,4.0,22.0,23.0,4.655,66,-0.05756962606102362,86.2349396650608,-0.12227894736842024,88.88185789473681,,
4011,Spanish Grand Prix,6,2020,McLaren,SOFT,SAI,1.0,76.876,Qualifying,30.10454545454545,48.53636363636363,55.190909090909095,0.0,7.0,6.0,1.0,4.0,1.0,22.0,4.655,66,-0.04700079176563776,86.00168566904196,-0.007747058823526992,85.28046617647058,-0.03576102941176392,85.66772892156864
4012,Spanish Grand Prix,6,2020,McLaren,SOFT,SAI,2.0,76.876,Qualifying,29.92105263157895,47.57894736842105,56.31052631578948,0.0,7.0,6.0,2.0,4.0,23.0,19.0,4.655,66,-0.04700079176563776,86.00168566904196,-0.07767582417582473,87.19678021978024,-0.09997738577212248,88.03931905725852
4013,Spanish Grand Prix,6,2020,Mercedes,MEDIUM,BOT,2.0,75.643,Qualifying,29.888,47.43600000000001,56.32000000000001,0.0,2.0,3.0,2.0,1.0,24.0,25.0,4.655,66,-0.06108762290341219,84.8240032774243,-0.040170175438595204,84.61428421052628,-0.013412010796220838,83.02843056680157
4014,Spanish Grand Prix,6,2020,Mercedes,MEDIUM,BOT,4.0,75.643,Qualifying,29.65,46.3,58.1,0.0,2.0,3.0,4.0,1.0,65.0,2.0,4.655,66,,,,,,
4015,Spanish Grand Prix,6,2020,Mercedes,MEDIUM,HAM,2.0,75.584,Qualifying,29.83333333333334,47.340740740740735,56.49629629629629,0.0,1.0,1.0,2.0,1.0,24.0,27.0,4.655,66,-0.074391786411211,85.11148660635088,-0.08551558441558395,85.81702900432897,-0.06284287992708958,85.21565660742763
4016,Spanish Grand Prix,6,2020,Mercedes,MEDIUM,HAM,3.0,75.584,Qualifying,29.5625,45.6,58.0125,0.0,1.0,1.0,3.0,1.0,51.0,16.0,4.655,66,-0.074391786411211,85.11148660635088,-0.06825454545454103,85.09038181818148,-0.020545693779902667,82.45233564593286
4017,Spanish Grand Prix,6,2020,Mercedes,SOFT,BOT,1.0,75.643,Qualifying,30.086956521739125,48.55652173913043,55.22608695652173,0.0,2.0,3.0,1.0,4.0,1.0,23.0,4.655,66,-0.06108762290341219,84.8240032774243,-0.03866666666666835,84.41970588235296,-0.021993073593074473,83.36761311433665
4018,Spanish Grand Prix,6,2020,Mercedes,SOFT,BOT,3.0,75.643,Qualifying,29.4625,45.4,58.21875,0.0,2.0,3.0,3.0,4.0,49.0,16.0,4.655,66,-0.06108762290341219,84.8240032774243,0.01735000000000292,80.7252888888887,-0.002308333333333138,80.96714444444441
4019,Spanish Grand Prix,6,2020,Mercedes,SOFT,HAM,1.0,75.584,Qualifying,30.07826086956521,48.49565217391304,55.25652173913044,0.0,1.0,1.0,1.0,4.0,1.0,23.0,4.655,66,-0.074391786411211,85.11148660635088,-0.08606617647058731,84.68438235294116,-0.06236642156862783,84.55204411764706
4020,Spanish Grand Prix,6,2020,Racing Point,MEDIUM,PER,2.0,76.482,Qualifying,29.71944444444445,46.38055555555556,57.20277777777777,0.0,4.0,5.0,2.0,1.0,30.0,36.0,4.655,66,-0.012799999999998944,85.21073333333332,-0.06877974135012496,87.24830046042383,-0.0214112992464916,85.02436689687863
4021,Spanish Grand Prix,6,2020,Racing Point,MEDIUM,STR,2.0,76.589,Qualifying,30.0,47.426666666666655,56.11333333333333,0.0,5.0,4.0,2.0,,28.0,15.0,4.655,66,-0.05214569536423809,85.68445474613684,0.017649999999998285,83.84813888888893,-0.02556487067506334,85.54821967465638
4022,Spanish Grand Prix,6,2020,Racing Point,SOFT,PER,1.0,76.482,Qualifying,30.02068965517241,48.45517241379311,55.51724137931034,0.0,4.0,5.0,1.0,4.0,1.0,29.0,4.655,66,-0.012799999999998944,85.21073333333332,0.04213043478261093,84.67417391304343,0.007391326782431979,84.7641772557993
4023,Spanish Grand Prix,6,2020,Racing Point,SOFT,STR,1.0,76.589,Qualifying,30.02592592592592,48.44814814814816,55.47407407407408,0.0,5.0,4.0,1.0,4.0,1.0,27.0,4.655,66,-0.05214569536423809,85.68445474613684,0.034666233766233755,84.77314891774891,0.03839833427442234,84.72366141539618
4024,Spanish Grand Prix,6,2020,Racing Point,SOFT,STR,3.0,76.589,Qualifying,29.53478260869566,45.7695652173913,57.86086956521738,0.0,5.0,4.0,3.0,4.0,43.0,23.0,4.655,66,-0.05214569536423809,85.68445474613684,-0.05092466460268208,85.66106088751285,-0.07465143486544301,86.95180608478202
4025,Spanish Grand Prix,6,2020,Red Bull Racing,HARD,ALB,2.0,77.029,Qualifying,29.95909090909091,47.95,56.01818181818182,0.0,6.0,8.0,2.0,1.0,18.0,22.0,4.655,66,-0.035766335814722716,85.63930383236831,-0.07218382352941186,87.2954264705882,,
4026,Spanish Grand Prix,6,2020,Red Bull Racing,MEDIUM,ALB,3.0,77.029,Qualifying,29.56153846153846,45.76153846153847,57.72692307692307,0.0,6.0,8.0,3.0,1.0,40.0,26.0,4.655,66,-0.035766335814722716,85.63930383236831,0.016436887200778762,82.63504292906978,-0.9670026430053122,140.3031866070846
4027,Spanish Grand Prix,6,2020,Red Bull Racing,MEDIUM,VER,2.0,76.292,Qualifying,29.915,47.785,56.25,0.0,3.0,2.0,2.0,1.0,22.0,20.0,4.655,66,-0.056206846418186705,84.88967314300818,0.000740659340658874,83.35916923076923,-0.004896956191383791,83.24647264428037
4028,Spanish Grand Prix,6,2020,Red Bull Racing,MEDIUM,VER,3.0,76.292,Qualifying,29.584,45.952000000000005,57.668,0.0,3.0,2.0,3.0,1.0,42.0,25.0,4.655,66,-0.056206846418186705,84.88967314300818,-0.03041654135338276,83.58560150375934,-0.006989827076301998,83.11032221641456
4029,Spanish Grand Prix,6,2020,Red Bull Racing,SOFT,ALB,1.0,77.029,Qualifying,30.15294117647059,48.64117647058824,55.076470588235296,0.0,6.0,8.0,1.0,4.0,1.0,17.0,4.655,66,-0.035766335814722716,85.63930383236831,0.024854545454544,84.94167272727275,0.01086683316683343,83.87043526473528
4030,Spanish Grand Prix,6,2020,Red Bull Racing,SOFT,VER,1.0,76.292,Qualifying,30.090476190476185,48.58571428571428,55.23333333333333,0.0,3.0,2.0,1.0,4.0,1.0,21.0,4.655,66,-0.056206846418186705,84.88967314300818,-0.06538214285714404,84.67153690476196,-0.02026379870130002,84.80660481601736
4031,Spanish Grand Prix,6,2020,Renault,MEDIUM,OCO,1.0,77.567,Qualifying,30.01764705882353,48.3764705882353,55.6235294117647,0.0,15.0,13.0,1.0,1.0,1.0,34.0,4.655,66,-0.052441176470588206,86.5943235294118,-0.019420361247946806,86.11042775041054,,
4032,Spanish Grand Prix,6,2020,Renault,MEDIUM,RIC,1.0,77.198,Qualifying,30.02857142857143,48.32571428571429,55.591428571428565,0.0,13.0,11.0,1.0,1.0,1.0,35.0,4.655,66,-0.036647058823528963,86.22992156862743,-0.012370972691010021,85.79814943234119,-0.015895666969478413,85.95428859137587
4033,Spanish Grand Prix,6,2020,Renault,SOFT,OCO,2.0,77.567,Qualifying,29.661290322580648,46.09032258064516,57.39677419354838,0.0,15.0,13.0,2.0,1.0,35.0,31.0,4.655,66,-0.052441176470588206,86.5943235294118,-0.10706526806526757,89.42254778554772,,
4034,Spanish Grand Prix,6,2020,Renault,SOFT,RIC,2.0,77.198,Qualifying,29.64666666666667,46.10333333333334,57.44333333333332,0.0,13.0,11.0,2.0,1.0,36.0,30.0,4.655,66,-0.036647058823528963,86.22992156862743,-0.07066498409974176,86.96324693352172,-0.08886512608250466,88.19289735953473
4035,Spanish Grand Prix,6,2020,Williams,MEDIUM,LAT,1.0,78.532,Qualifying,29.98928571428572,48.425,55.53214285714286,0.0,19.0,18.0,1.0,1.0,1.0,28.0,4.655,66,-0.09579936672423754,87.73373719055839,0.0017155844155798557,86.54231385281395,0.008439560547873554,86.31577502713934
4036,Spanish Grand Prix,6,2020,Williams,MEDIUM,LAT,2.0,78.532,Qualifying,29.825,46.915000000000006,56.59,0.0,19.0,18.0,2.0,3.0,30.0,20.0,4.655,66,-0.09579936672423754,87.73373719055839,-0.035360714285714946,85.81333452380956,-0.030268479097204832,84.95090205287684
4037,Spanish Grand Prix,6,2020,Williams,MEDIUM,RUS,2.0,78.099,Qualifying,29.9125,48.19375,56.10625,0.0,18.0,17.0,2.0,,20.0,16.0,4.655,66,-0.05770358306188964,86.3267752442997,0.02193333333333128,84.41173333333337,-0.006713690476191834,85.11253392857147
4038,Spanish Grand Prix,6,2020,Williams,MEDIUM,RUS,3.0,78.099,Qualifying,29.656666666666677,46.14,57.41999999999999,0.0,18.0,17.0,3.0,1.0,36.0,30.0,4.655,66,-0.05770358306188964,86.3267752442997,-0.010591538461538765,85.18724846153846,-0.06907152680652534,88.02980604895095
4039,Spanish Grand Prix,6,2020,Williams,SOFT,LAT,3.0,78.532,Qualifying,29.6,45.726666666666674,57.96000000000001,0.0,19.0,18.0,3.0,,50.0,15.0,4.655,66,-0.09579936672423754,87.73373719055839,-0.09815000000000448,88.28210555555584,,
4040,Spanish Grand Prix,6,2020,Williams,SOFT,RUS,1.0,78.099,Qualifying,30.08947368421052,48.55263157894737,55.18421052631579,0.0,18.0,17.0,1.0,1.0,1.0,19.0,4.655,66,-0.05770358306188964,86.3267752442997,-0.011807692307688456,86.14446153846148,-0.08897960372960145,86.58922773892772
4041,Spanish Grand Prix,6,2020,Williams,UNKNOWN,LAT,2.0,78.532,Qualifying,30.0,47.4,56.5,0.0,19.0,18.0,2.0,1.0,29.0,1.0,4.655,66,-0.09579936672423754,87.73373719055839,-0.035360714285714946,85.81333452380956,,
4042,Spanish Grand Prix,6,2022,Alfa Romeo,MEDIUM,BOT,2.0,79.608,Qualifying,37.010000000000005,49.435,6.15,0.0,7.0,6.0,2.0,1.0,15.0,20.0,4.655,66,-0.042157534246575985,88.95665981735159,0.03970329670329641,87.67876923076925,,
4043,Spanish Grand Prix,6,2022,Alfa Romeo,MEDIUM,BOT,3.0,79.608,Qualifying,36.6,48.650000000000006,7.75,0.0,7.0,6.0,3.0,1.0,35.0,32.0,4.655,66,-0.042157534246575985,88.95665981735159,0.04579731006906637,85.96589800072697,,
4044,Spanish Grand Prix,6,2022,Alfa Romeo,MEDIUM,ZHO,2.0,80.476,Qualifying,36.98333333333333,49.50555555555555,6.0,0.0,15.0,19.0,2.0,1.0,11.0,18.0,4.655,66,-0.06646666666666633,90.3474,0.06813286713286783,88.57640909090905,0.05391808191808212,88.12758916083915
4045,Spanish Grand Prix,6,2022,Alfa Romeo,SOFT,BOT,1.0,79.608,Qualifying,36.89999999999999,49.52142857142859,6.142857142857143,0.0,7.0,6.0,1.0,4.0,1.0,14.0,4.655,66,-0.042157534246575985,88.95665981735159,0.10553571428570996,88.3793571428572,,
4046,Spanish Grand Prix,6,2022,Alfa Romeo,SOFT,ZHO,1.0,80.476,Qualifying,36.92,49.48,6.2,0.0,15.0,19.0,1.0,1.0,1.0,10.0,4.655,66,-0.06646666666666633,90.3474,0.33829999999998783,88.60210000000009,0.2219178571428489,88.49072857142865
4047,Spanish Grand Prix,6,2022,AlphaTauri,MEDIUM,GAS,2.0,80.719,Qualifying,36.99473684210527,49.49473684210525,6.0,0.0,14.0,13.0,2.0,1.0,11.0,19.0,4.655,66,-0.06237983876340883,90.17229442334597,0.11228021978021868,88.04008791208797,0.04137179203665188,86.80553260413481
4048,Spanish Grand Prix,6,2022,AlphaTauri,MEDIUM,TSU,2.0,80.639,Qualifying,37.00476190476192,49.49047619047618,6.0,0.0,13.0,10.0,2.0,,12.0,21.0,4.655,66,-0.04855433474598503,89.86857845445505,0.045146428571428775,88.60017857142854,0.07871332417582373,88.32013324175826
4049,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,GAS,1.0,80.719,Qualifying,36.92,49.48,6.2,0.0,14.0,13.0,1.0,1.0,1.0,10.0,4.655,66,-0.06237983876340883,90.17229442334597,0.521099999999991,87.34720000000007,0.24751071428570917,86.61436547619056
4050,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,GAS,3.0,80.719,Qualifying,36.75882352941176,49.11764705882353,7.176470588235294,0.0,14.0,13.0,3.0,4.0,30.0,17.0,4.655,66,-0.06237983876340883,90.17229442334597,0.07867532467532674,85.54474025974012,0.18330457963089566,76.34422576896785
4051,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,GAS,4.0,80.719,Qualifying,36.531578947368416,48.38947368421052,8.0,0.0,14.0,13.0,4.0,4.0,47.0,19.0,4.655,66,-0.06237983876340883,90.17229442334597,0.13583185235816814,80.21075051264525,,
4052,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,TSU,1.0,80.639,Qualifying,36.92727272727273,49.5,6.181818181818182,0.0,13.0,10.0,1.0,1.0,1.0,11.0,4.655,66,-0.04855433474598503,89.86857845445505,0.1841999999999964,88.90880000000001,0.3526499999999937,88.12800000000004
4053,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,TSU,3.0,80.639,Qualifying,36.71,49.02499999999999,7.3,0.0,13.0,10.0,3.0,4.0,33.0,20.0,4.655,66,-0.04855433474598503,89.86857845445505,-0.004995604395601967,88.49395604395588,0.03683986013986239,87.01934815184799
4054,Spanish Grand Prix,6,2022,AlphaTauri,SOFT,TSU,4.0,80.639,Qualifying,36.43846153846153,48.17692307692308,8.384615384615385,0.0,13.0,10.0,4.0,4.0,53.0,13.0,4.655,66,-0.04855433474598503,89.86857845445505,0.07851190476190706,82.4744166666665,0.1071718785600376,81.34258358965587
4055,Spanish Grand Prix,6,2022,Alpine,MEDIUM,ALO,2.0,81.043,Qualifying,37.00000000000001,49.5,6.0,0.0,20.0,9.0,2.0,1.0,11.0,21.0,4.655,66,-0.05955187637969096,90.19579139072844,0.013089285714286095,89.51619166666666,0.030217726530226627,85.85638292462042
4056,Spanish Grand Prix,6,2022,Alpine,MEDIUM,OCO,2.0,80.638,Qualifying,36.963636363636375,49.43181818181817,6.090909090909091,0.0,12.0,7.0,2.0,1.0,14.0,22.0,4.655,66,-0.057831873174800735,89.56045911556107,0.09617205882353057,87.19597205882347,0.05463067226890833,88.35608186274507
4057,Spanish Grand Prix,6,2022,Alpine,SOFT,ALO,1.0,81.043,Qualifying,36.92,49.48,6.2,0.0,20.0,9.0,1.0,1.0,1.0,10.0,4.655,66,-0.05955187637969096,90.19579139072844,0.13019999999999926,88.9954,0.07196456169505522,86.84554482758622
4058,Spanish Grand Prix,6,2022,Alpine,SOFT,ALO,3.0,81.043,Qualifying,36.71818181818182,49.02272727272726,7.272727272727272,0.0,20.0,9.0,3.0,1.0,32.0,22.0,4.655,66,-0.05955187637969096,90.19579139072844,-0.03705294117647094,89.68937500000001,,
4059,Spanish Grand Prix,6,2022,Alpine,SOFT,ALO,4.0,81.043,Qualifying,36.43333333333333,48.18333333333334,8.25,0.0,20.0,9.0,4.0,3.0,54.0,12.0,4.655,66,-0.05955187637969096,90.19579139072844,0.1614285714285741,77.4059999999998,,
4060,Spanish Grand Prix,6,2022,Alpine,SOFT,OCO,1.0,80.638,Qualifying,36.93076923076923,49.53076923076924,6.153846153846154,0.0,12.0,7.0,1.0,1.0,1.0,13.0,4.655,66,-0.057831873174800735,89.56045911556107,0.14092857142857323,88.34935714285713,0.13556428571428625,88.67237857142857
4061,Spanish Grand Prix,6,2022,Alpine,SOFT,OCO,3.0,80.638,Qualifying,36.74117647058824,48.99411764705882,7.411764705882353,0.0,12.0,7.0,3.0,4.0,36.0,17.0,4.655,66,-0.057831873174800735,89.56045911556107,0.10218181818181409,83.4038181818184,0.03256443850267157,86.5465965909092
4062,Spanish Grand Prix,6,2022,Alpine,SOFT,OCO,4.0,80.638,Qualifying,36.442857142857136,48.18571428571428,8.285714285714286,0.0,12.0,7.0,4.0,4.0,53.0,14.0,4.655,66,-0.057831873174800735,89.56045911556107,0.1801166666666645,76.21077777777789,0.1707726190476193,76.80838888888886
4063,Spanish Grand Prix,6,2022,Aston Martin,MEDIUM,STR,3.0,81.418,Qualifying,36.810526315789474,49.12105263157895,7.052631578947368,0.0,17.0,15.0,3.0,2.0,28.0,19.0,4.655,66,-0.04223503808487444,90.2234838592673,0.009572448979590486,88.53699489795922,,
4064,Spanish Grand Prix,6,2022,Aston Martin,MEDIUM,VET,3.0,80.954,Qualifying,36.56086956521739,48.50869565217391,8.0,0.0,16.0,11.0,3.0,2.0,43.0,23.0,4.655,66,-0.04426984126984189,90.11392063492065,-0.0027927129492840296,88.7998488429344,0.0033898680151532284,88.6684218704468
4065,Spanish Grand Prix,6,2022,Aston Martin,SOFT,STR,1.0,81.418,Qualifying,36.92142857142857,49.54285714285715,6.142857142857143,0.0,17.0,15.0,1.0,4.0,1.0,14.0,4.655,66,-0.04223503808487444,90.2234838592673,0.06264285714285486,90.58092857142861,0.04250879881364242,87.87584646564508
4066,Spanish Grand Prix,6,2022,Aston Martin,SOFT,STR,2.0,81.418,Qualifying,36.98461538461539,49.46153846153845,6.0,0.0,17.0,15.0,2.0,4.0,15.0,13.0,4.655,66,-0.04223503808487444,90.2234838592673,0.20553571428571465,85.16775,,
4067,Spanish Grand Prix,6,2022,Aston Martin,SOFT,STR,4.0,81.418,Qualifying,36.526315789473685,48.37894736842105,8.105263157894736,0.0,17.0,15.0,4.0,1.0,47.0,19.0,4.655,66,-0.04223503808487444,90.2234838592673,0.025909188801148668,86.63000143575015,,
4068,Spanish Grand Prix,6,2022,Aston Martin,SOFT,VET,1.0,80.954,Qualifying,36.93333333333334,49.56190476190477,6.0,0.0,16.0,11.0,1.0,4.0,1.0,21.0,4.655,66,-0.04426984126984189,90.11392063492065,0.053489285714286884,90.20448452380955,0.05806607142857087,90.39270654761908
4069,Spanish Grand Prix,6,2022,Aston Martin,SOFT,VET,2.0,80.954,Qualifying,36.9047619047619,49.24285714285714,6.666666666666667,0.0,16.0,11.0,2.0,4.0,22.0,21.0,4.655,66,-0.04426984126984189,90.11392063492065,-0.034592857142856745,90.30470476190472,0.08547142857142895,87.73622738095236
4070,Spanish Grand Prix,6,2022,Ferrari,MEDIUM,LEC,2.0,78.75,Qualifying,37.016666666666666,49.35,6.333333333333333,0.0,1.0,20.0,2.0,1.0,22.0,6.0,4.655,66,,,,,,
4071,Spanish Grand Prix,6,2022,Ferrari,MEDIUM,SAI,2.0,79.166,Qualifying,37.00000000000001,49.5,6.0,0.0,3.0,4.0,2.0,1.0,11.0,21.0,4.655,66,-0.051443276744812784,88.6570269469146,0.030910714285716807,87.96654166666663,,
4072,Spanish Grand Prix,6,2022,Ferrari,MEDIUM,SAI,3.0,79.166,Qualifying,36.72142857142858,49.10714285714287,7.285714285714286,0.0,3.0,4.0,3.0,1.0,32.0,14.0,4.655,66,-0.051443276744812784,88.6570269469146,0.16478571428570968,80.93525000000022,-0.4111185497012514,111.54706378327006
4073,Spanish Grand Prix,6,2022,Ferrari,SOFT,LEC,1.0,78.75,Qualifying,36.89047619047619,49.54285714285714,5.9523809523809526,0.0,1.0,20.0,1.0,1.0,1.0,21.0,4.655,66,,,0.05503571428571371,87.6379404761905,0.024783173348391144,86.51327310370789
4074,Spanish Grand Prix,6,2022,Ferrari,SOFT,SAI,1.0,79.166,Qualifying,36.92,49.48,6.2,0.0,3.0,4.0,1.0,4.0,1.0,10.0,4.655,66,-0.051443276744812784,88.6570269469146,,,,
4075,Spanish Grand Prix,6,2022,Ferrari,SOFT,SAI,4.0,79.166,Qualifying,36.54761904761904,48.44285714285714,7.904761904761905,0.0,3.0,4.0,4.0,4.0,46.0,21.0,4.655,66,-0.051443276744812784,88.6570269469146,0.14217500000000044,78.89717499999999,,
4076,Spanish Grand Prix,6,2022,Haas F1 Team,HARD,MAG,3.0,79.682,Qualifying,36.62857142857143,48.74285714285713,7.6,0.0,8.0,17.0,3.0,1.0,30.0,35.0,4.655,66,,,0.09889885373854608,84.83231360054302,,
4077,Spanish Grand Prix,6,2022,Haas F1 Team,MEDIUM,MAG,2.0,79.682,Qualifying,36.97857142857144,49.49285714285715,6.0,0.0,8.0,17.0,2.0,1.0,2.0,28.0,4.655,66,,,0.1179136081309965,88.31447543760589,0.042367911103621814,87.27358513449207
4078,Spanish Grand Prix,6,2022,Haas F1 Team,MEDIUM,MSC,3.0,80.368,Qualifying,36.62857142857143,48.73142857142857,7.628571428571429,0.0,10.0,14.0,3.0,1.0,31.0,35.0,4.655,66,-0.06814473684210315,90.42246052631569,0.0758355442552889,85.74965657012302,0.42054615050601774,63.163213420196946
4079,Spanish Grand Prix,6,2022,Haas F1 Team,SOFT,MAG,1.0,79.682,Qualifying,36.7,49.4,7.0,0.0,8.0,17.0,1.0,3.0,1.0,1.0,4.655,66,,,,,,
4080,Spanish Grand Prix,6,2022,Haas F1 Team,SOFT,MSC,1.0,80.368,Qualifying,36.93333333333334,49.51666666666667,6.166666666666667,0.0,10.0,14.0,1.0,3.0,1.0,12.0,4.655,66,-0.06814473684210315,90.42246052631569,0.027657142857141034,90.31122857142859,,
4081,Spanish Grand Prix,6,2022,Haas F1 Team,SOFT,MSC,2.0,80.368,Qualifying,37.00555555555556,49.47222222222221,5.944444444444445,0.0,10.0,14.0,2.0,4.0,13.0,18.0,4.655,66,-0.06814473684210315,90.42246052631569,0.04085664335664353,89.07083216783214,0.034083460018242896,85.99079849498327
4082,Spanish Grand Prix,6,2022,McLaren,MEDIUM,NOR,2.0,79.977,Qualifying,36.9904761904762,49.47142857142857,6.0,0.0,11.0,8.0,2.0,1.0,13.0,21.0,4.655,66,-0.07480522875816872,90.2935745098039,-0.0018392857142842153,89.50183690476189,-0.01588392857142833,86.95601185897436
4083,Spanish Grand Prix,6,2022,McLaren,MEDIUM,RIC,3.0,80.287,Qualifying,36.688235294117646,49.07647058823529,7.294117647058823,0.0,9.0,12.0,3.0,1.0,32.0,17.0,4.655,66,-0.05490044085231467,90.21587790840067,0.0956818181818179,84.9909090909091,0.03192140444694572,84.91869912749792
4084,Spanish Grand Prix,6,2022,McLaren,SOFT,NOR,1.0,79.977,Qualifying,36.93333333333334,49.51666666666667,6.166666666666667,0.0,11.0,8.0,1.0,1.0,1.0,12.0,4.655,66,-0.07480522875816872,90.2935745098039,0.02688571428570732,89.68807619047627,0.009569327731090165,87.48427118347342
4085,Spanish Grand Prix,6,2022,McLaren,SOFT,NOR,3.0,79.977,Qualifying,36.71111111111111,49.016666666666666,7.388888888888889,0.0,11.0,8.0,3.0,4.0,34.0,18.0,4.655,66,-0.07480522875816872,90.2935745098039,0.08248251748251827,84.35382634032628,-0.01741707459207531,86.48207983682985
4086,Spanish Grand Prix,6,2022,McLaren,SOFT,NOR,4.0,79.977,Qualifying,36.47333333333333,48.23333333333333,8.133333333333333,0.0,11.0,8.0,4.0,4.0,52.0,15.0,4.655,66,-0.07480522875816872,90.2935745098039,0.24839999999999732,72.34380000000019,,
4087,Spanish Grand Prix,6,2022,McLaren,SOFT,RIC,1.0,80.287,Qualifying,36.92727272727273,49.5,6.181818181818182,0.0,9.0,12.0,1.0,4.0,1.0,11.0,4.655,66,-0.05490044085231467,90.21587790840067,0.04360000000000233,89.97219999999996,0.03524285714285483,89.83013809523811
4088,Spanish Grand Prix,6,2022,McLaren,SOFT,RIC,2.0,80.287,Qualifying,37.010000000000005,49.475,6.0,0.0,9.0,12.0,2.0,4.0,12.0,20.0,4.655,66,-0.05490044085231467,90.21587790840067,0.04034945054945183,89.3085582417582,-0.01866318681318645,88.25266923076921
4089,Spanish Grand Prix,6,2022,McLaren,SOFT,RIC,4.0,80.287,Qualifying,36.52352941176471,48.317647058823525,8.058823529411764,0.0,9.0,12.0,4.0,4.0,49.0,17.0,4.655,66,-0.05490044085231467,90.21587790840067,0.10011188811188663,82.51423310023317,0.17425594405594197,77.42901655011667
4090,Spanish Grand Prix,6,2022,Mercedes,MEDIUM,HAM,1.0,79.512,Qualifying,36.7,49.4,7.0,0.0,6.0,5.0,1.0,1.0,1.0,1.0,4.655,66,,,,,,
4091,Spanish Grand Prix,6,2022,Mercedes,MEDIUM,HAM,3.0,79.512,Qualifying,36.84615384615385,49.19615384615384,6.884615384615385,0.0,6.0,5.0,3.0,1.0,23.0,26.0,4.655,66,,,0.02322706766917189,86.32973909774437,-0.02251373889268457,85.71006045796292
4092,Spanish Grand Prix,6,2022,Mercedes,MEDIUM,RUS,2.0,79.393,Qualifying,36.95652173913045,49.417391304347824,6.173913043478261,0.0,4.0,3.0,2.0,1.0,14.0,23.0,4.655,66,-0.04819518944231595,88.69904863771819,0.0832303921568629,86.63000490196075,-0.001142596129360525,86.22351695314487
4093,Spanish Grand Prix,6,2022,Mercedes,MEDIUM,RUS,3.0,79.393,Qualifying,36.7,48.98,7.466666666666667,0.0,4.0,3.0,3.0,1.0,37.0,15.0,4.655,66,-0.04819518944231595,88.69904863771819,0.06723333333333179,84.710288888889,0.04523020050125184,85.52001399331668
4094,Spanish Grand Prix,6,2022,Mercedes,SOFT,HAM,2.0,79.512,Qualifying,36.94285714285715,49.51428571428572,5.904761904761905,0.0,6.0,5.0,2.0,3.0,2.0,21.0,4.655,66,,,0.0750642857142852,88.36362857142859,,
4095,Spanish Grand Prix,6,2022,Mercedes,SOFT,HAM,4.0,79.512,Qualifying,36.53888888888888,48.34444444444444,7.944444444444445,0.0,6.0,5.0,4.0,4.0,49.0,18.0,4.655,66,,,0.13818181818181577,78.15863636363652,,
4096,Spanish Grand Prix,6,2022,Mercedes,SOFT,RUS,1.0,79.393,Qualifying,36.9076923076923,49.50769230769232,6.153846153846154,0.0,4.0,3.0,1.0,4.0,1.0,13.0,4.655,66,-0.04819518944231595,88.69904863771819,0.21314285714286108,87.34957142857138,0.06353834033613688,86.01697689075627
4097,Spanish Grand Prix,6,2022,Mercedes,SOFT,RUS,4.0,79.393,Qualifying,36.486666666666665,48.25333333333333,8.133333333333333,0.0,4.0,3.0,4.0,3.0,52.0,15.0,4.655,66,-0.04819518944231595,88.69904863771819,0.20593333333332842,74.52666666666701,0.17205757575757208,76.34265151515177
4098,Spanish Grand Prix,6,2022,Red Bull Racing,MEDIUM,PER,2.0,79.42,Qualifying,36.99000000000001,49.345000000000006,6.3,0.0,5.0,2.0,2.0,1.0,18.0,20.0,4.655,66,-0.04334948330477263,88.35423046165027,0.04540879120879066,86.8711868131868,0.023074725274724768,85.11517802197801
